issn,issn_norm,title,title_norm,publisher,imprint,model,usd,eur,gbp,source
1741-2838,17412838,International Journal of Cross Cultural Management,international journal cross cultural management,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1460-356X,1460356X,International Journal of Cultural Studies,international journal cultural studies,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1530-7921,15307921,International Journal of Damage Mechanics,international journal damage mechanics,SAGE,,hybrid,4710,,3454,SAGE Choice hybrid price list 2026.xlsx
2191-7485,21917485,International Journal of Developmental Science,international journal developmental science,SAGE,,hybrid,4440,,3256,SAGE Choice hybrid price list 2026.xlsx
2047-9468,20479468,International Journal of Discrimination and the Law,international journal discrimination law,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
2050-4578,20504578,International Journal of Electrical Engineering & Education,international journal electrical engineering education,SAGE,,hybrid,4710,,3454,SAGE Choice hybrid price list 2026.xlsx
2041-3149,20413149,International Journal of Engine Research,international journal engine research,SAGE,,hybrid,4170,,3058,SAGE Choice hybrid price list 2026.xlsx
2043-6882,20436882,International Journal of Entrepreneurship and Innovation,international journal entrepreneurship innovation,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1932-9903,19329903,International Journal of Forensic Mental Health,international journal forensic mental health,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1741-2846,17412846,International Journal of High Performance Computing Applications,international journal high performance computing applications,SAGE,,hybrid,4710,,3454,SAGE Choice hybrid price list 2026.xlsx
1875-8819,18758819,International Journal of Hybrid Intelligent Systems,international journal hybrid intelligent systems,SAGE,,hybrid,4170,,3058,SAGE Choice hybrid price list 2026.xlsx
1875-8827,18758827,International Journal of Knowledge-Based and Intelligent Engineering Systems,international journal knowledge based intelligent engineering systems,SAGE,,hybrid,4170,,3058,SAGE Choice hybrid price list 2026.xlsx
1552-6941,15526941,"International Journal of Lower Extremity Wounds, The",international journal lower extremity wounds,SAGE,,hybrid,4440,,3256,SAGE Choice hybrid price list 2026.xlsx
2052-7756,20527756,International Journal of Maritime History,international journal maritime history,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
2515-2173,25152173,International Journal of Market Research,international journal market research,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
2050-4586,20504586,International Journal of Mechanical Engineering Education,international journal mechanical engineering education,SAGE,,hybrid,4440,,3256,SAGE Choice hybrid price list 2026.xlsx
1744-795X,1744795X,International Journal of Music Education,international journal music education,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1552-6933,15526933,International Journal of Offender Therapy and Comparative Criminology,international journal offender therapy comparative criminology,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1478-1603,14781603,International Journal of Police Science and Management,international journal police science management,SAGE,,hybrid,3640,,2669,SAGE Choice hybrid price list 2026.xlsx
1940-1620,19401620,"International Journal of Press/Politics, The",international journal press politics,SAGE,,hybrid,4170,,3058,SAGE Choice hybrid price list 2026.xlsx
2041-420X,2041420X,International Journal of Protective Structures,international journal protective structures,SAGE,,hybrid,4440,,3256,SAGE Choice hybrid price list 2026.xlsx
1541-3527,15413527,"International Journal of Psychiatry in Medicine, The",international journal psychiatry medicine,SAGE,,hybrid,4440,,3256,SAGE Choice hybrid price list 2026.xlsx
1754-5749,17545749,International Journal of RF Technologies: Research and Applications,international journal rf technologies research applications,SAGE,,hybrid,4440,,3256,SAGE Choice hybrid price list 2026.xlsx
1878-6847,18786847,International Journal of Risk & Safety in Medicine,international journal risk safety medicine,SAGE,,hybrid,4170,,3058,SAGE Choice hybrid price list 2026.xlsx
1741-3176,17413176,International Journal of Robotics Research,international journal robotics research,SAGE,,hybrid,4710,,3454,SAGE Choice hybrid price list 2026.xlsx
0973-0680,09730680,International Journal of Rural Management,international journal rural management,SAGE,,hybrid,3640,,2669,SAGE Choice hybrid price list 2026.xlsx
2755-1946,27551946,International Journal of Social Determinants of Health and Health Services,international journal social determinants health health services,SAGE,,hybrid,4710,,3454,SAGE Choice hybrid price list 2026.xlsx
1741-2854,17412854,International Journal of Social Psychiatry,international journal social psychiatry,SAGE,,hybrid,4170,,3058,SAGE Choice hybrid price list 2026.xlsx
1579-3680,15793680,International Journal of Social Psychology,international journal social psychology,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
2059-8033,20598033,International Journal of Space Structures,international journal space structures,SAGE,,hybrid,4170,,3058,SAGE Choice hybrid price list 2026.xlsx
1930-076X,1930076X,International Journal of Sport Finance,international journal sport finance,SAGE,,hybrid,3640,,2669,SAGE Choice hybrid price list 2026.xlsx
2048-397X,2048397X,International Journal of Sports Science & Coaching,international journal sports science coaching,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1756-8285,17568285,International Journal of Spray and Combustion Dynamics,international journal spray combustion dynamics,SAGE,,hybrid,4440,,3256,SAGE Choice hybrid price list 2026.xlsx
1758-1052,17581052,International Journal of STD & AIDS,international journal std aids,SAGE,,hybrid,4440,,3256,SAGE Choice hybrid price list 2026.xlsx
1747-4949,17474949,International Journal of Stroke,international journal stroke,SAGE,,hybrid,4710,,3454,SAGE Choice hybrid price list 2026.xlsx
1940-2465,19402465,International Journal of Surgical Pathology,international journal surgical pathology,SAGE,,hybrid,4440,,3256,SAGE Choice hybrid price list 2026.xlsx
1092-874X,1092874X,International Journal of Toxicology,international journal toxicology,SAGE,,hybrid,4440,,3256,SAGE Choice hybrid price list 2026.xlsx
1178-6469,11786469,International Journal of Tryptophan Research,international journal tryptophan research,SAGE,,hybrid,4710,,3454,SAGE Choice hybrid price list 2026.xlsx
1743-2804,17432804,International Materials Reviews,international materials reviews,SAGE,,hybrid,4710,,3454,SAGE Choice hybrid price list 2026.xlsx
1747-7379,17477379,International Migration Review,international migration review,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1460-373X,1460373X,International Political Science Review / Revue internationale de science politique,international political science review revue internationale de science politique,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1552-6925,15526925,International Regional Science Review,international regional science review,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1741-2862,17412862,International Relations,international relations,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1461-7218,14617218,International Review for the Sociology of Sport,international review sociology sport,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1461-7226,14617226,International Review of Administrative Sciences,international review administrative sciences,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1940-8455,19408455,International Review of Qualitative Research,international review qualitative research,SAGE,,hybrid,3640,,2669,SAGE Choice hybrid price list 2026.xlsx
2047-9433,20479433,International Review of Victimology,international review victimology,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1566-2829,15662829,International Shipbuilding Progress,international shipbuilding progress,SAGE,,hybrid,4440,,3256,SAGE Choice hybrid price list 2026.xlsx
1741-2870,17412870,International Small Business Journal,international small business journal,SAGE,,hybrid,4170,,3058,SAGE Choice hybrid price list 2026.xlsx
1461-7234,14617234,International Social Work,international social work,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1461-7242,14617242,International Sociology,international sociology,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
0973-0702,09730702,International Studies,international studies,SAGE,,hybrid,3640,,2669,SAGE Choice hybrid price list 2026.xlsx
2042-6453,20426453,International Wood Products Journal,international wood products journal,SAGE,,hybrid,4440,,3256,SAGE Choice hybrid price list 2026.xlsx
2159-340X,2159340X,Interpretation,interpretation,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1538-4810,15384810,Intervention in School and Clinic,intervention school clinic,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
2385-2011,23852011,Interventional Neuroradiology,interventional neuroradiology,SAGE,,hybrid,4440,,3256,SAGE Choice hybrid price list 2026.xlsx
2050-4918,20504918,Irish Economic and Social History,irish economic social history,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
2050-5280,20505280,Irish Journal of Sociology,irish journal sociology,SAGE,,hybrid,3640,,2669,SAGE Choice hybrid price list 2026.xlsx
1752-4989,17524989,Irish Theological Quarterly,irish theological quarterly,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1743-2812,17432812,Ironmaking & Steelmaking,ironmaking steelmaking,SAGE,,hybrid,4440,,3256,SAGE Choice hybrid price list 2026.xlsx
1878-5913,18785913,Isokinetics and Exercise Science,isokinetics exercise science,SAGE,,hybrid,4440,,3256,SAGE Choice hybrid price list 2026.xlsx
2349-0047,23490047,Jadavpur Journal of International Relations,jadavpur journal international relations,SAGE,,hybrid,3640,,2669,SAGE Choice hybrid price list 2026.xlsx
2380-0852,23800852,JDR Clinical and Translational Research,jdr clinical translational research,SAGE,,hybrid,4710,,3454,SAGE Choice hybrid price list 2026.xlsx
3049-7884,30497884,Jindal Management Journal,jindal management journal,SAGE,,hybrid,3640,,2669,SAGE Choice hybrid price list 2026.xlsx
2162-9501,21629501,Journal for the Education of the Gifted,journal education gifted,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1753-8556,17538556,Journal for the History of Astronomy,journal history astronomy,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1578-4126,15784126,Journal for the Study of Education and Development,journal study education development,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1745-5294,17455294,Journal for the Study of the New Testament,journal study new testament,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1476-6728,14766728,Journal for the Study of the Old Testament,journal study old testament,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1745-5286,17455286,Journal for the Study of the Pseudepigrapha,journal study pseudepigrapha,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1544-3175,15443175,Journal for Vascular Ultrasound,journal vascular ultrasound,SAGE,,hybrid,4170,,3058,SAGE Choice hybrid price list 2026.xlsx
2160-4061,21604061,"Journal of Accounting, Auditing & Finance",journal accounting auditing finance,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
2156-535X,2156535X,Journal of Adolescent and Young Adult Oncology,journal adolescent young adult oncology,SAGE,,hybrid,4440,,3256,SAGE Choice hybrid price list 2026.xlsx
1552-6895,15526895,Journal of Adolescent Research,journal adolescent research,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1479-7194,14797194,Journal of Adult and Continuing Education,journal adult continuing education,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
2162-9536,21629536,Journal of Advanced Academics,journal advanced academics,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
2320-2076,23202076,Journal of Advanced Oral Research,journal advanced oral research,SAGE,,hybrid,4440,,3256,SAGE Choice hybrid price list 2026.xlsx
2516-1873,25161873,Journal of Advertising Education,journal advertising education,SAGE,,hybrid,3640,,2669,SAGE Choice hybrid price list 2026.xlsx
1941-2703,19412703,Journal of Aerosol Medicine and Pulmonary Drug Delivery,journal aerosol medicine pulmonary drug delivery,SAGE,,hybrid,4440,,3256,SAGE Choice hybrid price list 2026.xlsx
1552-6887,15526887,Journal of Aging and Health,journal aging health,SAGE,,hybrid,4710,,3454,SAGE Choice hybrid price list 2026.xlsx
2753-3743,27533743,Journal of Alternative Finance,journal alternative finance,SAGE,,hybrid,3640,,2669,SAGE Choice hybrid price list 2026.xlsx
1875-8908,18758908,Journal of Alzheimer's Disease,journal alzheimer s disease,SAGE,,hybrid,4440,,3256,SAGE Choice hybrid price list 2026.xlsx
1876-1372,18761372,Journal of Ambient Intelligence and Smart Environments,journal ambient intelligence smart environments,SAGE,,hybrid,4440,,3256,SAGE Choice hybrid price list 2026.xlsx
1468-5922,14685922,Journal of Analytical Psychology,journal analytical psychology,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1552-6879,15526879,"Journal of Applied Behavioral Science, The",journal applied behavioral science,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1552-4523,15524523,Journal of Applied Gerontology,journal applied gerontology,SAGE,,hybrid,4710,,3454,SAGE Choice hybrid price list 2026.xlsx
1937-0245,19370245,Journal of Applied Social Science,journal applied social science,SAGE,,hybrid,3640,,2669,SAGE Choice hybrid price list 2026.xlsx
1745-2538,17452538,Journal of Asian and African Studies,journal asian african studies,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
2631-6854,26316854,Journal of Asian Economic Integration,journal asian economic integration,SAGE,,hybrid,3640,,2669,SAGE Choice hybrid price list 2026.xlsx
2349-0039,23490039,Journal of Asian Security and International Affairs,journal asian security international affairs,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1557-1246,15571246,Journal of Attention Disorders,journal attention disorders,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1878-6324,18786324,Journal of Back and Musculoskeletal Rehabilitation,journal back musculoskeletal rehabilitation,SAGE,,hybrid,4440,,3256,SAGE Choice hybrid price list 2026.xlsx
1878-5123,18785123,Journal of Berry Research,journal berry research,SAGE,,hybrid,4440,,3256,SAGE Choice hybrid price list 2026.xlsx
1530-8030,15308030,Journal of Bioactive and Compatible Polymers,journal bioactive compatible polymers,SAGE,,hybrid,4440,,3256,SAGE Choice hybrid price list 2026.xlsx
1552-4531,15524531,Journal of Biological Rhythms,journal biological rhythms,SAGE,,hybrid,4710,,3454,SAGE Choice hybrid price list 2026.xlsx
1530-8022,15308022,Journal of Biomaterials Applications,journal biomaterials applications,SAGE,,hybrid,4440,,3256,SAGE Choice hybrid price list 2026.xlsx
1552-4558,15524558,Journal of Black Psychology,journal black psychology,SAGE,,hybrid,4170,,3058,SAGE Choice hybrid price list 2026.xlsx
1552-4566,15524566,Journal of Black Studies,journal black studies,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1744-2583,17442583,Journal of Building Physics,journal building physics,SAGE,,hybrid,4440,,3256,SAGE Choice hybrid price list 2026.xlsx
1552-4574,15524574,Journal of Business and Technical Communication,journal business technical communication,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
1552-4590,15524590,Journal of Career Assessment,journal career assessment,SAGE,,hybrid,3910,,2867,SAGE Choice hybrid price list 2026.xlsx
